RT,IBD_1,IBD_2,IBD_3,IBD_4,IBD_5,IBD_6,IBD_7,IBD_8,IBD_9,IBD_10,IBD_11,IBD_12,IBD_13,IBD_14,IBD_15,IBD_16,IBD_17,IBD_18,IBD_19,IBD_20,IBD_21,IBD_22,IBD_23,IBD_24,IBD_25,IBD_26,IBD_27,IBD_28,IBD_29,IBD_30,IBD_31,IBD_32,IBD_33,IBD_34,IBD_35,IBD_36,IBD_37,IBD_38,IBD_39,IBD_40,IBD_41,IBD_42,IBD_43,IBD_44,IBD_45,IBS_1,IBS_2,IBS_3,IBS_4,IBS_5,IBS_6,IBS_7,IBS_8,IBS_9,IBS_10,IBS_11,IBS_12,IBS_13,IBS_14,IBS_15,IBS_16,IBS_17,IBS_18,IBS_19,IBS_20,IBS_21,IBS_22,IBS_23,IBS_24,Normal_1,Normal_2,Normal_3,Normal_4,Normal_5,Normal_6,Normal_7,Normal_8,Normal_9,Normal_10,Normal_11,Normal_12,Normal_13,Normal_14,Normal_15,Normal_16,Normal_17,Normal_18,Normal_19,Normal_20,Normal_21,Normal_22,Normal_23,Normal_24,Normal_25,Normal_26,Normal_27,Normal_28,Normal_29
78.5,5863085,7352521,7752881,6638178,6623692,7613337,6300387,6058456,6295598,6770375,5989478,6728451,7197727,7382306,7464804,6756783,7069860,6545665,5714272,6994972,7315928,7903080,6791244,6646099,6780807,6242692,6972207,6623284,7369630,6855264,7476529,8441285,6706230,6830923,7679797,6912985,7283624,7318757,6483551,6804098,6917852,6712554,6675329,7228448,7370925,7902186,6480643,6655184,7367654,7270665,6570461,7089188,7324903,6870544,6655093,6822764,5906860,6544270,7619430,6094094,6822443,6777904,6320991,7204370,6700128,7061433,6180720,7180882,6142762,6637605,6890084,7241048,6944010,7545294,6921717,7310414,6886202,7978572,6990662,7502675,6848451,7091076,6872998,6149458,6368053,6713516,6098928,7426777,7891240,6969302,7019634,6742216,6759023,6240412,7378882,6940104,7379002,7765485
79,5855146,7335460,7735624,6624320,6611217,7585539,6278860,6054332,6287259,6753799,5976369,6708581,7169064,7369075,7436461,6787300,7069003,6524793,5706524,6969107,7299766,7862794,6770458,6615965,6768116,6232895,6943244,6609371,7340734,6840476,7455022,8387239,6686528,6803483,7657066,6897756,7273219,7304175,6467542,6774373,6896958,6694898,6649765,7209910,7348623,7881105,6468334,6624950,7338557,7258672,6563258,7056994,7297314,6844788,6645534,6794007,5898009,6529872,7594345,6075518,6810326,6760042,6311449,7165205,6686527,7025842,6172306,7166442,6131240,6625951,6878440,7214923,6917137,7530890,6896990,7297260,6856796,7940766,6955530,7468593,6833624,7060568,6855430,6136256,6351151,6699657,6088946,7414453,7853474,6973128,7005245,6728236,6735770,6227204,7344146,6919387,7340218,7779062
79.5,5837608,7320346,7720763,6606848,6591782,7534977,6267995,6046055,6276088,6744894,5966486,6692740,7145584,7349346,7408208,6796994,7067285,6511620,5701864,6932921,7287902,7844285,6750469,6600698,6755307,6218807,6929515,6600042,7312740,6825542,7432495,8335861,6671050,6782630,7644648,6868820,7251430,7271578,6454098,6759844,6874778,6675852,6637455,7192734,7302376,7851124,6448447,6601012,7322665,7244297,6549966,7013721,7268391,6833310,6622571,6778406,5883774,6515343,7578337,6059676,6795033,6746046,6294972,7147279,6671665,7001090,6155369,7155918,6119644,6607120,6854877,7200149,6904933,7502959,6884475,7274336,6832726,7912628,6931998,7452887,6809617,7060568,6816742,6125638,6339004,6683525,6077472,7390203,7810036,6976942,6984313,6719571,6716876,6215376,7311318,6909881,7320388,7789486
80,5821533,7300686,7699228,6598628,6584864,7502990,6251601,6044674,6273282,6733675,5963177,6682092,7127501,7340096,7379354,6806618,7062122,6499660,5694078,6915002,7270706,7806208,6732510,6570941,6747104,6210305,6903552,6589477,7291659,6817530,7410954,8307651,6658776,6761504,7620803,6849248,7235472,7249706,6443256,6732513,6849355,6662632,6616282,7184067,7280655,7836312,6432138,6579128,7293340,7228256,6536580,6985450,7236613,6812232,6607922,6762629,5883774,6498249,7554264,6045159,6776503,6733970,6279744,7115774,6663616,6977728,6148281,7140407,6111309,6595248,6839994,7170978,6879325,7478387,6862106,7262364,6816156,7879495,6907098,7422946,6792414,7060568,6793520,6112300,6330454,6663970,6065932,7374070,7789775,6978848,6967738,6705412,6690528,6198991,7272421,6892627,7283560,7802760
80.5,5815077,7285964,7688867,6585641,6567464,7472091,6241974,6040522,6259199,6716709,5948233,6666011,7109216,7325744,7348471,6806618,7057803,6484932,5687833,6885649,7263173,7770627,6717743,6555268,6735294,6197478,6885728,6578847,7270274,6806446,7400067,8249123,6641910,6740155,7606846,6829419,7220877,7228228,6430975,6713332,6830540,6645622,6602444,7168998,7243346,7811017,6415684,6555751,7268672,7220565,6526774,6962078,7221254,6801572,6591870,6744582,5869432,6489643,7532142,6026156,6768205,6720809,6274173,7100622,6650871,6955876,6138303,7133010,6099592,6578471,6825960,7158197,6867823,7465281,6840416,7250308,6794492,7860204,6883796,7405354,6775019,7047630,6768896,6102919,6318186,6649708,6057247,7359183,7755612,6980748,6951902,6693324,6678409,6191500,7255610,6880056,7259752,7819211
81,5800473,7271072,7672328,6570150,6554596,7433905,6223956,6036365,6256372,6709869,5943228,6649786,7094074,7312702,7319078,6800209,7054341,6478190,5683138,6861962,7251812,7752835,6702854,6530840,6719811,6186018,6872463,6564566,7250068,6793242,7384945,8204682,6632845,6728856,7592116,6805320,7206164,7198600,6424118,6696081,6812491,6629670,6585913,7157808,7223206,7791696,6405480,6532084,7246599,7206619,6513199,6931967,7193987,6783303,6574424,6730637,5864031,6472299,7517188,6015848,6752525,6713686,6254548,7073291,6641535,6938346,6126842,7120589,6092858,6557882,6809784,7133965,6847496,7441416,6824472,7233550,6783559,7831898,6861103,7388212,6754319,7034692,6740787,6096194,6312029,6631998,6049979,7345610,7723166,6979798,6939694,6686696,6657571,6174904,7224511,6869335,7237031,7848094
81.5,5793954,7259062,7665092,6562961,6545175,7411036,6212792,6032200,6242159,6698403,5928135,6636694,7073660,7304667,7293490,6795922,7049134,6461908,5676867,6838916,7248770,7717378,6683147,6503581,6715017,6175922,6860062,6557389,7231150,6784052,7373147,8159646,6616865,6709202,7577914,6792117,7190512,7185942,6410315,6678676,6794268,6622252,6567921,7148955,7186241,7775059,6388779,6521324,7216377,7195688,6502020,6914396,7175016,6773528,6565624,6717662,5856804,6461063,7491233,6002530,6737764,6700401,6246068,7059442,6628628,6915011,6121087,7107227,6081015,6548098,6798558,7122525,6831846,7421902,6808360,7219714,6764528,7822142,6837091,7373663,6742836,7034692,6726025,6088099,6300891,6615238,6042677,7334077,7709087,6976944,6932130,6675591,6643938,6167316,7199928,6854601,7220350,7866608
82,5782499,7246944,7648790,6552115,6535708,7389138,6202966,6026632,6236448,6690324,5918010,6621309,7064215,7295855,7265927,6784069,7042164,6452334,5670584,6815525,7245720,7694336,6667928,6492318,6702953,6162874,6856225,6547762,7211132,6771703,7373844,8098642,6609976,6696676,7568164,6767480,7177884,7163532,6403369,6668800,6780966,6603548,6557540,7140053,7170259,7756130,6382318,6502047,7202219,7185465,6495771,6906003,7159007,6754925,6555518,6713318,5844091,6456046,7480959,5990622,6731390,6692181,6233281,7040168,6616799,6903698,6110979,7100506,6074208,6533335,6782104,7109370,6820002,7413068,6791067,7208076,6757472,7816250,6822916,7370876,6729148,7034692,6701497,6082690,6294692,6600578,6030961,7319556,7693204,6971215,6937803,6670012,6627652,6155106,7182184,6842724,7210718,7919691
82.5,5774282,7229346,7639142,6543632,6526188,7373906,6195916,6021053,6227844,6676384,5914624,6610238,7050372,7293642,7241666,6772130,7034282,6441322,5665860,6801527,7246483,7671253,6654916,6468260,6692020,6154128,6853346,6540515,7194104,6765502,7391142,8067885,6600739,6689326,7560976,6753988,7169946,7147320,6390802,6653336,6762384,6590966,6540551,7136804,7142778,7744734,6364103,6494762,7175882,7172003,6484477,6905068,7144472,6748302,6547892,6713318,5840448,6438376,7471254,5983148,6720726,6688058,6226156,7018870,6613234,6888481,6099364,7093747,6065675,6517190,6773821,7095259,6804104,7395941,6771521,7194790,6751395,7817235,6801433,7374362,6719621,7010162,6688559,6084043,6285972,6586949,6022130,7313710,7683798,6967384,6946276,6665536,6613758,6142818,7155994,6833753,7214734,7955116
83,5770986,7214664,7631705,6542416,6521409,7357078,6194508,6016862,6217757,6669372,5902726,6599095,7042530,7290688,7221647,6761187,7023713,6434405,5659548,6774255,7244194,7640272,6644210,6456767,6683457,6142400,6851424,6533234,7180964,6759274,7414345,8005965,6587962,6677722,7553758,6741425,7157156,7130916,6382372,6646663,6754065,6583356,6532646,7127833,7119012,7734270,6356244,6487451,7162929,7162434,6478167,6906003,7133880,6736089,6547894,6714406,5833136,6433296,7461463,5974142,6712144,6680826,6211798,7010814,6604884,6880822,6096450,7081852,6057101,6507176,6759216,7081038,6794082,7383485,6763236,7183755,6745300,7821168,6793157,7379228,6713231,7010162,6670072,6082690,6275964,6574353,6016218,7300480,7679347,6959692,6964024,6658796,6608671,6138191,7145207,6822722,7222742,8037831
83.5,5759414,7202173,7620184,6538763,6516617,7340070,6188848,6015461,6216312,6661148,5899318,6584515,7035525,7289208,7199779,6747961,7016623,6427458,5654806,6754326,7236537,7626469,6629802,6440011,6668662,6130605,6847566,6522252,7169378,6750936,7424467,7949856,6582116,6672420,7543863,6721348,7147500,7113507,6372483,6636608,6738347,6574445,6520707,7120460,7101579,7723181,6345703,6486230,7141655,7155215,6469304,6904133,7119923,6729382,6547892,6715493,5822118,6423089,7455556,5968120,6705680,6676682,6201686,6997277,6602492,6873124,6087684,7071585,6055382,6489514,6747654,7066683,6782999,7376522,6750713,7178211,6741224,7817234,6772316,7383386,6704684,7010162,6660204,6078622,6272199,6560519,6010294,7294566,7666459,6956798,6970512,6654289,6597166,6127348,7125934,6814655,7236251,8094400
84,5747784,7189592,7616125,6536326,6509408,7330049,6187430,6007052,6204707,6652882,5887333,6577746,7026724,7285501,7179974,6739081,7005046,6419082,5653222,6735231,7224217,7598301,6622560,6421798,6664946,6124681,6837900,6512433,7155993,6745702,7435179,7919330,6572736,6656428,7530584,6713899,7138593,7104305,6362536,6629872,6729904,6560340,6514044,7110570,7074720,7713062,6332459,6483784,7131720,7143113,6461665,6894744,7112482,6714768,6550440,6711137,5820275,6412827,7439659,5962080,6697015,6668370,6194430,6989097,6598896,6863453,6083286,7066421,6043298,6481890,6741310,7052210,6776922,7366012,6744424,7167057,6729969,7808340,6762844,7381304,6700392,6987050,6648052,6071830,6263392,6550070,6001373,7279683,7654588,6951960,6971438,6642963,6588158,6124235,7116610,6804516,7236251,8129480
84.5,5746118,7179280,7605630,6531437,6506998,7308351,6180328,6005646,6194498,6644572,5882173,6565269,7016092,7275819,7163946,6722299,6997876,6412073,5643705,6714787,7215689,7577306,6604290,6407338,6652470,6112780,6824269,6502555,7140796,6741501,7431839,7858951,6565666,6647844,7516534,6698887,7125550,7084031,6359686,6619715,6715023,6553885,6506004,7096458,7062842,7701769,6327133,6473963,7109971,7136622,6453996,6886257,7094143,6706840,6544064,6706775,5816586,6406382,7427607,5956020,6690496,6654790,6184224,6973533,6592883,6856645,6075936,7054311,6038096,6467818,6729621,7044495,6764703,7351177,6730704,7159848,6721736,7790327,6742676,7374358,6687447,6987050,6635834,6063650,6259606,6538391,5990920,7267688,7637414,6943210,6964028,6637280,6575198,6111745,7097801,6796364,7229115,8140916
85,5732745,7163286,7590904,6522847,6497325,7290772,6176054,6000017,6193033,6633822,5877004,6551569,7001809,7269829,7146926,6707608,6986151,6406439,5642116,6695215,7199305,7557708,6595691,6390124,6647462,6106804,6804613,6498842,7127120,6736242,7420436,7810210,6557378,6630556,7503708,6688092,7118171,7070384,6346788,6608363,6706468,6539592,6491167,7088940,7037987,7682159,6313746,6467798,7098126,7124383,6452714,6862453,7076454,6695437,6536385,6694709,5807334,6397326,7405930,5946904,6679568,6649546,6175428,6962456,6588058,6840010,6065602,7040348,6031136,6458809,6725347,7031561,6758562,7339784,6716869,7148568,6705170,7771044,6727660,7355427,6672229,6987050,6622386,6052704,6250746,6530168,5984929,7254837,7614192,6936372,6949089,6626992,6564754,6103900,7083098,6788166,7207475,8134360
85.5,5727710,7156035,7583183,6516690,6482720,7270714,6170342,5998608,6179816,6626618,5866624,6542378,6994618,7254741,7133006,6697346,6977988,6392288,5634150,6682428,7188292,7537804,6583332,6375413,6637380,6097804,6790738,6492629,7115072,6725666,7401423,7772474,6546665,6621856,7486023,6672844,7102477,7055727,6336700,6600370,6694626,6534364,6487094,7078014,7024132,7667262,6305680,6447935,7076741,7118638,6441137,6842212,7062826,6688566,6529961,6686991,5801762,6386920,7381753,5937742,6670778,6637960,6168074,6949416,6575935,6828170,6059676,7035090,6022399,6452342,6713544,7018527,6745184,7324692,6704008,7138827,6693702,7746182,6713581,7334114,6663472,6978048,6597493,6043085,6236756,6521916,5977410,7241894,7601830,6927528,6925467,6617792,6558188,6099174,7066473,6778894,7193671,8106215
86,5722664,7142240,7566387,6503061,6477825,7246605,6166045,5994372,6178342,6621795,5857934,6531979,6980137,7242566,7123929,6682430,6969777,6385166,5632558,6663635,7176402,7518772,6574629,6357872,6627234,6088764,6774727,6482642,7098520,6715028,7376617,7721395,6539488,6609819,7477112,6661892,7094993,7036561,6332355,6586588,6678353,6522540,6472083,7063621,6997877,7651592,6297569,6434156,7063747,7107089,6435970,6822691,7043045,6680503,6514436,6670322,5790574,6382998,7365654,5927020,6664148,6631614,6160691,6932508,6571062,6811242,6052242,7022726,6018893,6439343,6702748,7008906,6732744,7310182,6689955,7133121,6677936,7725118,6697204,7319703,6645826,6969046,6588352,6033426,6227809,6517181,5971380,7231154,7578575,6920612,6914010,6613175,6542327,6084934,7047886,6770606,7163141,8087816
86.5,5709154,7127501,7558521,6491836,6467996,7235945,6155987,5987306,6166504,6610895,5854445,6521527,6967362,7229508,7118955,6668521,6957843,6378014,5622968,6648212,7160437,7494220,6559598,6348362,6620854,6084224,6762642,6478881,7083556,6703245,7352074,7671925,6529867,6595499,7459845,6646425,7081601,7025128,6322178,6575028,6670697,6515934,6459698,7056804,6985490,7631157,6283978,6418996,7040985,7102118,6425583,6804968,7034367,6670082,6498766,6654626,5788704,6373826,7335721,5920862,6657504,6618865,6156248,6923980,6563726,6798194,6041789,7016511,6003033,6434111,6692967,6996575,6720208,7302142,6673604,7119997,6664170,7703634,6681761,7296381,6633594,6969046,6565283,6019559,6225246,6510056,5963817,7215694,7564068,6907688,6894717,6608546,6526312,6080161,7037145,6757059,7142976,8046045
87,5702364,7121728,7542011,6485565,6460584,7213592,6153104,5985889,6160559,6607244,5845706,6514526,6958168,7215556,7113132,6659192,6951382,6365062,5622968,6632624,7154003,7482392,6553286,6331937,6609313,6073603,6750461,6468817,7069305,6696786,7344267,7647318,6520204,6588849,7449406,6633054,7071488,7010926,6319256,6566875,6654198,6505305,6455549,7046523,6960487,7618508,6278514,6403724,7027686,7092955,6419064,6788042,7016870,6664260,6488228,6645584,5779324,6368563,7321230,5908502,6648598,6609256,6150303,6906795,6558816,6778925,6040294,7007587,5999494,6420977,6683132,6984159,6708646,7282976,6662616,7110912,6651364,7685104,6668420,7284575,6626885,6960859,6548976,6016778,6216251,6505289,5956228,7209470,7550617,6900679,6884001,6601577,6522280,6070586,7017265,6748672,7117299,8012726
87.5,5693859,7105122,7530902,6475483,6448178,7202692,6144429,5985889,6154596,6596243,5843954,6502793,6947068,7208524,7106447,6645080,6939312,6359275,5616554,6613234,7141882,7461073,6540608,6319526,6606738,6067508,6732042,6458698,7056736,6683794,7340701,7597075,6516564,6574370,7436086,6621842,7061307,6993906,6307531,6550484,6643114,6493264,6437446,7036182,6948759,7605716,6270289,6392171,7008879,7082905,6408581,6768941,7000076,6653732,6473646,6629649,5773678,6361960,7300698,5897636,6639646,6602823,6138366,6899090,6552658,6761503,6032789,7003108,5995946,6417018,6676539,6977022,6701245,7268073,6652664,7100936,6640636,7666262,6651585,7263685,6612257,6952672,6533685,6005614,6213676,6499314,5950135,7194594,7532685,6890616,6864342,6599250,6508773,6060962,7008144,6739177,7094702,7981327
88,5685321,7096752,7520309,6469157,6440692,7183024,6140078,5980214,6150113,6590104,5828113,6492179,6935886,7193581,7091302,6623689,6931840,6354923,5613342,6605902,7132124,7440715,6531662,6311200,6596386,6056794,6723795,6453613,7043130,6678353,7421190,7561902,6509260,6568773,7422669,6610553,7050213,6984872,6298690,6544593,6631950,6487890,6431836,7028380,6925098,7598689,6256504,6374081,6997121,7077012,6404632,6750654,6991161,6647850,6466974,6623920,5771791,6352682,7279064,5889833,6630648,6593141,6132369,6882605,6541517,6751179,6023750,7005796,5985260,6403743,6664400,6965364,6688489,7260571,6637073,7094253,6625500,7654485,6641407,7250110,6607738,6952672,6527772,6000014,6202045,6495721,5942500,7182757,7519560,6879455,6852430,6593413,6501978,6054517,6991568,6733884,7075259,7940436
88.5,5681897,7084107,7505839,6458979,6433173,7169508,6132805,5977372,6145616,6582701,5819260,6486256,6923685,7186454,7080268,6615297,6923388,6356374,5610126,6584944,7124766,7430403,6518824,6298642,6593790,6052192,6714475,6448516,7033072,6669610,7613434,7526867,6504379,6556397,7411294,6594622,7044206,6969398,6292766,6531559,6620724,6479789,6421975,7019670,6911310,7605707,6249570,6364962,6979771,7068561,6394065,6742466,6975900,6638399,6461615,6610095,5762333,6346023,7266996,5878873,6623866,6588821,6123341,6872830,6537789,6735570,6019217,7025374,5978104,6394401,6656626,6953628,6675648,7244694,6626980,7085864,6616804,7635765,6639138,7235627,6612257,6952672,6517078,5991586,6194258,6499314,5939437,7176416,7510730,6870271,6840424,6588726,6496516,6048054,6980428,6725374,7054652,7920222
89,5678468,7071359,7498236,6448754,6423101,7156668,6122576,5973101,6139610,6580228,5817484,6475543,6917084,7175291,7068301,6600805,6913948,6393624,5606908,6572496,7116557,7410194,6516242,6297242,6583344,6046030,6711360,6445964,7017376,6664123,7952984,7489654,6495799,6550746,7404143,6586608,7032996,6954693,6289800,6525606,6612817,6481142,6414896,7014422,6893692,7666448,6239828,6350552,6969631,7061768,6387430,6722866,6968664,6631274,6458929,6604303,5758542,6335326,7244068,5872585,6617061,6579075,6117300,6861012,6531553,6728235,6013157,7041203,5974514,6385010,6644335,6944542,6667026,7233256,6626980,7075732,6608058,7628308,6662783,7221009,6646862,6943480,6545413,5991588,6191657,6514800,5928684,7164452,7500580,6855867,6825289,6582858,6482796,6044811,6967310,6709306,7044694,7885269
89.5,5676752,7064518,7484812,6446185,6412978,7138028,6116708,5971677,6135089,6577748,5812152,6467174,6904741,7165655,7064005,6592288,6907310,6449588,5603682,6566231,7107480,7398908,6516242,6308409,6578108,6036753,6711360,6440844,7007138,6658620,8344709,7462538,6490878,6541665,7389760,6578556,7026927,6947290,6282357,6511232,6600325,6489228,6417732,7003875,6881556,7813547,6237033,6343966,6954767,7052375,6382099,6713511,6951362,6620530,6472314,6591491,5754737,6328608,7234017,5863112,6612509,6568194,6117298,6850109,6526550,6713475,6008600,7086075,5970916,6380964,6635343,6935410,6658374,7226351,6640406,7067242,6593770,7623126,6719016,7214032,6687290,6934288,6604324,5992994,6185139,6538385,5925604,7157236,7497390,6848616,6818176,6573418,6478656,6039943,6957876,6704992,7047416,7872588
90,5675033,7053337,7479019,6437173,6409162,7130676,6107875,5970252,6133579,6577748,5815708,6462372,6899013,7161621,7065725,6573903,6897773,6544054,5598840,6556161,7103338,7386778,6523964,6330566,6570205,6032101,6717590,6438280,6997760,6649775,8521822,7440125,6485943,6537112,7383975,6573940,7014726,6933317,6271884,6504004,6594616,6522497,6429026,6997696,6866496,7912200,6227227,6334701,6944474,7045518,6376760,6700963,6944026,6618134,6505273,6587980,5754740,6323212,7223116,5856788,6605658,6563826,6118812,6843128,6524044,6704988,6007079,7122254,5969119,6370147,6629701,6926224,6651847,7216327,6658179,7056989,6587139,7624280,6824526,7200771,6803244,6934288,6710647,5997208,6174674,6560516,5922516,7150793,7489063,6837150,6805917,6567492,6470342,6038318,6950273,6697424,7068116,7856504
90.5,5673312,7045556,7468657,6431998,6397681,7117518,6101965,5970252,6135089,6580225,5805015,6456352,6887495,7148641,7074297,6562770,6887221,6646160,5597224,6552374,7095027,7371632,6549486,6375357,6564918,6022760,6725864,6438280,6993994,6647558,8601325,7417356,6480994,6537112,7373078,6566989,7007718,6922994,6268884,6499167,6585448,6546063,6455520,6993265,6855140,8119823,6223007,6330722,6934104,7039491,6372744,6686205,6932954,6609711,6552982,6579755,5752836,6315094,7211328,5852026,6598782,6557259,6123341,6831099,6522788,6694316,6005558,7152661,5970916,6364711,6624041,6916998,6642027,7213230,6712510,7050124,6574924,7627162,6978358,7191342,6906494,6934288,6900069,6000014,6174673,6576649,5919428,7141895,7481336,6826646,6800779,6556779,6456394,6035062,6935940,6690910,7083229,7849534
